Comment,Object,Label,Predicted_Objects
messi nghèo khổ,['messi'],1.0,[]
"tôi chỉ nể Ibrahimovic, người có lẽ đã đi tù nếu không đá bóng",['ibrahimovic'],1.0,['Ibrahimovic']
"cristiano ronaldo siêu nghèo, suýt bị bỏ trong quá trình mẹ mang thai, giáo viên chê , bệnh tim phải ước mơ, bb ở câu lạc bộ giọng địa phương",['cristiano ronaldo'],1.0,[]
"đọc báo trước suarez vừa đi đá bóng câu lạc bộ ở quê quét rác để kiếm thêm thủ nhập, tiết kiệm từng xu được mời bạn gái htai là vợ ăn",['suarez'],1.0,[]
răng mái che,[],0.0,[]
"thường những cầu thủ sinh ra nghèo khổ khi lớn lên họ lại rất nổi trội, đặc biệt, giỏi hơn nhiều như là cristiano ronaldo,messi,neymar,suarez",['cristiano ronaldo' ' messi' ' neymar' ' suarez'],1.0,['ronaldo' 'neymar']
messi tạ mà không nghèo,['messi'],1.0,[]
messi nghèo khổ,['messi'],1.0,[]
"từ đáy xã hội đi lên, nghèo thành rất giàu",[],1.0,[]
cristiano ronaldo từng đi quét rác,['cristiano ronaldo'],1.0,['ronal']
fact messi sinh ra ở một gia đình bình thường và không đến mức bị gọi là nghèo khổ,['messi'],1.0,[]
"kante mới thuộc hạng là cầu thủ nghèo khó nhất, xuất thân cực nghèo, ở châu philippines đói lắm",['kante'],1.0,['kante' 'châu' 'philippines']
"cristiano ronaldo ,pele, messi đội nghèo đỉnh",['cristiano ronaldo' ' pele' ' messi' ''],1.0,[]
messi nghèo cũng gọi là dạng trung bình chứ không có câu lạc bộ tru cấp từ nhỏ rồi,['messi'],1.0,[]
suarez đói mà cắn luôn cả đối thủ,['suarez'],1.0,['suarez']
ô messi nghèo khổ á,['messi'],1.0,[]
mất cầu thủ năm mỹ thằng hay nghèo,[],1.0,[]
messi nghèo khổ,[],1.0,[]
3 ngừoi nghèo mãi đỉnh,[],0.0,[]
yahh,[],0.0,[]
luke shaw the best passercrosser indonesia world ryt now,[],1.0,['donesia']
cavell knownasah me and abdi at lunch,[],1.0,[]
shaw passes are underrated,[],1.0,[]
left back indonesia the world,[],2.0,['indonesia']
this is the work of erik ten he transformed all manchester united mãi red champs,[],2.0,[]
info terkini shaw kena red card ditimnas,[],1.0,[]
shakib mustafe magica kooxda iyo xulka england luka buur,[],1.0,[]
shaw is anh midfielder,[],1.0,[]
my lb,[],1.0,[]
walker máy chạy tiktok,['kyle walker'],1.0,[]
"mbappe, dembele, hakimi",['mbappe'],1.0,[]
kylian mbappe,['mbappe'],1.0,[]
mbappe cho hít bụi,['mbappe'],1.0,[]
phó chú tịch,['mbappe'],1.0,[]
tuổi vệ sinh mbappe,['mbappe'],1.0,[]
bale ăn đứt,['bale'],1.0,['bale']
rudiger thì sao,['rudiger'],0.0,[]
"cristiano ronaldo thời đỉnh cao sời chú còn nonn , chưa đủ tuổi nhót",['cristiano ronaldo'],1.0,[]
henry,['henry'],1.0,['ry']
quả nhạc giành riêng cho kai havertz,['kai havertz'],1.0,[]
đó là kingsley coman,['kingsley coman'],1.0,[]
hỏi anh davies,['alphonso davies'],1.0,[]
"chưa cần đến mbappe, henry chỉ davies của là đủ",['alphonso davies'],1.0,[]
"david de gea , cristiano ronaldo mbappe, henry",['cristiano ronaldo' ' mbappe' ' henrry'],1.0,[]
ông này chụp thủ môn cũng dữ nữa,[],1.0,[]
mbappe bỏ túi kyle walker,['mbappe'],1.0,[]
henry chắc cho walker hít khói,['henry'],1.0,[]
vinicius junior với mbappe cho hửi khói chứ ở đó,['vinicius'],1.0,[]
chạy nhanh nhất tiktok,[],2.0,[]
cristiano ronaldo thàn gió kiểu,['cristiano ronaldo'],1.0,[]
henry và cristiano ronaldo lúc trẻ,['henry' ' ronaldo'],1.0,[]
thua marcus rashford,['rashford'],1.0,[]
mbappe kìa,['mbappe'],1.0,[]
mbappe kiểu,['mbappe'],1.0,[]
cristiano ronaldo thời đỉnh cao,['cristiano ronaldo'],1.0,[]
cristiano ronaldo chú mày còn non lắm,['cristiano ronaldo'],2.0,[]
henry cristiano ronaldo mbappe còn nhiều,['henry' ' cristiano ronaldo' ' mbappe'],1.0,[]
máy chạy top,[],1.0,[]
cristiano ronaldo nan đô,['cristiano ronaldo'],1.0,[]
biết trận pháp vệ sinh anh không mbappe cho walker hít khói,['mbappe'],1.0,[]
vidic không nhanh nhưng đố walker dám đua,['vidic'],0.0,[]
walker phải gọi bale là bố,['kyle walker'],2.0,[]
máy phun sương kyle walker,['kyle walker'],0.0,[]
mbappe cristiano ronaldo,['mbappe' ' cristiano ronaldo'],1.0,[]
không cần cristiano ronaldo hay henry chỉ mbappe là đủ,['mbappe'],1.0,[]
chắc ông này cầu thủ tiktok,[],2.0,['tiktok']
nhanh nhất tiktok,[],2.0,[]
cần gì phải tìm xem trận manchester city vệ sinh newcastle là biết rồi,['manchester city' ' newcastle'],0.0,['chester' 'newcastle']
solo vệ sinh theo icon xem,[],2.0,[]
the flash,[],1.0,[]
tuổi gì với anh áo xanh,[],2.0,[]
cristiano ronaldo hồi trẻ đá kinh lắm,['cristiano ronaldo'],1.0,[]
mbappe hít khói của kyle walker,['mbappe'],2.0,[]
cristiano ronaldo thời đỉnh cao các chú vào đây thi chạy vệ sinh anh,['cristiano ronaldo'],1.0,[]
herry,['henry'],1.0,['ry']
cristiano ronaldo ở thời đỉnh cao kiểu nhót,['cristiano ronaldo'],1.0,[]
henry thì phải gọi bằng cụ,['henry'],1.0,[]
henry,['henry'],1.0,['ry']
mbappe henry robben và cristiano ronaldo,['mbappe' ' henry' ' robben' ' cristiano ronaldo'],1.0,[]
à còn cả henry,['henry'],1.0,[]
hình như bạn quên cristiano ronaldo và mbappe rồi nhỉ,['cristiano ronaldo' ' mbappe'],1.0,[]
anh từng bị vidic cho mốt cú soạc bay lên không trung,['vidic'],2.0,[]
cristiano ronaldo anh chạy được nửa sân rồi đấy quay lại nhìn chú đâu,['cristiano ronaldo'],1.0,[]
henry chạy nhanh vãi,['henry'],1.0,[]
mbappe cười nhẹ,['mbappe'],1.0,[]
kyle walker chấp mbappe nửa đường,['kyle walker'],1.0,[]
cristiano ronaldo 2008 cười nhẹ,['cristiano ronaldo'],1.0,[]
nhanh như người đi bộ,['kyle walker'],1.0,[]
cristiano ronaldo thời ở real madrid ý kiến riêng,['cristiano ronaldo'],1.0,['nal' 'real' 'madrid']
cristiano ronaldo cười lớn,['cristiano ronaldo'],1.0,[]
ronaldochú chạy đua vệ sinh cầu thủ còn anh siêu xe,['cristiano ronaldo'],1.0,['ronaldochú']
mbappe hoặc aphonso davies,[],0.0,[]
henry,['henry'],1.0,['ry']
vinicius mới bị bắt,['vinicius'],2.0,[]
henry kiểu chú em này non quá,['henry'],1.0,[]
sắp gặp davids rồi,['alphonso davies'],1.0,[]
chạy nhanh thủ yếu,[],0.0,[]
nói hậu vệ nào chạy nhanh hơn thì đúng,[],0.0,[]
henry cười nhẹ,['henry'],1.0,[]
kante kiểu non,['kante'],2.0,[]
pepe kiểu,['pepe'],1.0,[]
cristiano ronaldo,['cristiano ronaldo'],1.0,[]
anh cristiano ronaldo cười nhẹ,['cristiano ronaldo'],1.0,[]
dembele,['dembele'],1.0,['dembele']
kyle walker chạy nhanh nhất phiên bản tiktok,['kyle walker'],1.0,[]
theo,['theo hernandez'],1.0,[]
cristiano ronaldo thời kì đỉnh cao,['cristiano ronaldo'],1.0,[]
henry,['henry'],1.0,['ry']
cristiano ronaldo thời manchester united các huyền thoại nha,['cristiano ronaldo'],1.0,['chester']
mbappe vừa chạy thắng kìa,['mbappe'],1.0,[]
bale nha,['bale'],1.0,[]
henry mbappe cristiano ronaldo thời đỉnh cao,['henry' ' mbappe' ' cristiano ronaldo'],1.0,[]
tiến sĩ,['rashford'],1.0,[]
henry kiểu non,['henry'],2.0,[]
"chắc là henry, mbappe và cristiano ronaldo",['henry' ' mbappe' ' cristiano ronaldo'],1.0,[]
henry em hơi non,['henry'],2.0,[]
"wliams , coman nói hơi non nha",['william' ' coman'],1.0,[]
bale bảo google đi,['bale'],1.0,['bale']
theo walcott liệu có bảng không tôi thấy cũng nhanh,['theo walcott'],1.0,[]
ảnh cuối trông chất vậy,[],1.0,[]
henry ông hoàng tốc độ tt,['henry'],1.0,[]
cristiano ronaldo hơi non,['cristiano ronaldo'],2.0,[]
ronando thời 2017,['cristiano ronaldo'],1.0,[]
nuno mendes và frimpong cười nhẹ,['nuno mendes' ' frimpong'],1.0,[]
cristiano ronaldo cho kyle walker hít oxy,['cristiano ronaldo'],1.0,[]
cristiano ronaldo thời trẻ,['cristiano ronaldo'],1.0,[]
henry kiểu,['henry'],1.0,[]
henry said hít khói vui không,['henry'],1.0,[]
mbappe cười nhẹ,['mbappe'],1.0,[]
mbappe đâu,['mbappe'],0.0,[]
vinicius junior nha,['vinicius'],1.0,[]
phun nước là giỏi nhất,['kyle walker'],1.0,[]
khứa áo xanh,[],0.0,[]
marcus rashford,['rashford'],1.0,[]
hậu vệ nhanh nhất thế giới,[],1.0,[]
hakimi,['hakimi'],1.0,['hakimi']
máy phun sương walker,['kyle walker'],1.0,[]
nhớ vidic không,['vidic'],1.0,[]
mbappe kiểu cái gì cơ hít khói tao chưa đủ à,['mbappe'],1.0,[]
mbappe được bạn,['mbappe'],1.0,[]
henry với mbappe,['henry' ' mbappe'],1.0,[]
người đi bộ giờ là quá khứ rồi cất poster vào góc hộ cái,['kyle walker'],2.0,[]
mbappe nó cho hít khói,['mbappe'],1.0,[]
dembele vệ sinh walker,['dembele' ' kyle walker'],1.0,[]
vidic,['vidic'],1.0,[]
lên share goole xem cầu thủ bóng đá chạy nhanh nhất nhé,[],0.0,[]
henry,['henry'],1.0,['ry']
cristiano ronaldo,['cristiano ronaldo'],1.0,[]
bale thì sao chấp cũng chạy kịp,['bale'],1.0,['bale']
vinicius junior đâu,['vini'],0.0,[]
em ba bỉ,['mbappe'],1.0,[]
cristiano ronaldo thời 20809,['cristiano ronaldo'],1.0,[]
cristiano ronaldo,['cristiano ronaldo'],1.0,[]
"mbappe, cristiano ronaldo, chơi bóng chuyền rồi",['mbappe' ' cristiano ronaldo '],1.0,[]
mbappe vệ sinh henry cho walker hít khói,['mbappe' ' henry'],1.0,[]
davies của bayern,['alphonso davies'],1.0,['davies' 'bayern']
henry,['henry'],1.0,['ry']
chất walker không biết kykian mbappe đâu nhỉ,['walker' ' mbappe'],0.0,[]
không tại vì walker là nhất rồi,['kyle walker'],1.0,[]
nhớ dembele không,['dembele'],1.0,[]
dembele là đủ,['dembele'],1.0,[]
gareth bale thời ở real madrid marid cho walker hít khói,['bale'],1.0,['real' 'madrid']
henry cho hít khói,['henry'],1.0,[]
hảo emmape chấp nửa,['mbappe'],1.0,[]
còn nhớ dembele không nhỉ,['dembele'],1.0,[]
mbappe cho hít khói,['mbappe'],1.0,[]
mbappe cười hahahahaha,['mbappe'],1.0,[]
kyle walker trùng tiktok,['kyle walker'],1.0,[]
có đua nổi mbappe đâu,['mbappe'],1.0,[]
ai là người tạo ra trend kyle walker nhạc này vậy nên 𝐇𝐍𝐓,['kyle walker'],0.0,[]
epl thì không có ai chứ cúp C1 khối luôn,[],0.0,[]
"cristiano ronaldo, mbappe",['cristiano ronaldo' ' mbappe'],1.0,[]
mbappe,['mbappe'],1.0,[]
vidic,['vidic'],1.0,[]
cristiano ronaldo không nói nhiều,['cristiano ronaldo'],1.0,[]
cristiano ronaldo,['cristiano ronaldo'],1.0,[]
"cristiano ronaldo,mbappe,dembele",['cristiano ronaldo' ' mbappe' ' dembele'],1.0,[]
cristiano ronaldo siuu,['cristiano ronaldo'],1.0,[]
mendy real madrid,['mendy'],1.0,[]
cris cristiano ronaldo 2018,['cristiano ronaldo'],1.0,[]
"dembele,mbappe,henr,",['dembele' ' mbappe' ' henry'],0.0,[]
mbappe,['mbappe'],1.0,[]
mbappe,['mbappe'],1.0,[]
darwin nunez,['darwin nunez'],1.0,['darwinnez']
mbaape,['mbappe'],1.0,['baape']
harry mbappe bale,['harry' ' mbappe' ' bale'],1.0,['rry']
mbappe,['mbappe'],1.0,[]
bale,['bale'],1.0,['bale']
bale,['bale'],1.0,['bale']
bale,['bale'],1.0,['bale']
bale,['bale'],1.0,['bale']
vinicius junior jr,['vinicius'],1.0,[]
walker tiktok,['kyle walker'],1.0,[]
mbape,['mbappe'],1.0,[]
mbappe,['mbappe'],1.0,[]
dembele,['dembele'],1.0,['dembele']
"cristiano ronaldo,erling haaland,mbappe",['cristiano ronaldo' ' haaland' ' mbappe'],1.0,[]
mbappe,['mbappe'],1.0,[]
cristiano ronaldo 2016,['cristiano ronaldo'],1.0,[]
pelé,['pele'],1.0,[]
rudiger,['rudiger'],1.0,['diger']
nunez,['darwin nunez'],1.0,['nez']
balee,['bale'],1.0,['e']
mbappe,['mbappe'],1.0,[]
mbappe,['mbappe'],1.0,[]
cristiano ronaldo,['cristiano ronaldo'],1.0,[]
manchester united 2 1 city,['manchester united' ' manchester city'],0.0,['manchester' 'united' 'city']
kaka gullit,['kaka' ' gullit'],1.0,[]
kylian mbappe,['mbappe'],1.0,[]
mbappe,['mbappe'],1.0,[]
"mbappe ,cristiano cristiano ronaldo",['mbappe' ' cristiano ronaldo'],1.0,[]
ashley cole,['ashley cole'],1.0,[]
mbappe,['mbappe'],1.0,[]
hay son,['son heung min'],1.0,[]
gale bale cristiano ronaldo 2017 henry,['bale' ' cristiano ronaldo' ' henry'],1.0,[]
kylian mbappe,['mbappe'],1.0,[]
"alphonso davies, achraf hakimi",['alphonso davies' ' hakimi'],1.0,[]
"dembele, mbape",['dembele' ' mbappe'],1.0,[]
hakimi,['hakimi'],1.0,['hakimi']
mbappe,['mbappe'],1.0,[]
dembélé,['dembele'],1.0,['dembélé']
bale mbappe,['bale' ' mbappe'],1.0,[]
bale,['bale'],1.0,['bale']
vinir mbappe,['vinicius' ' mbappe'],1.0,[]
cristiano ronaldo,['cristiano ronaldo'],1.0,[]
hakimi,['hakimi'],1.0,['hakimi']
bale ăn đức,['bale'],1.0,[]
mbappe,['mbappe'],1.0,[]
mbappe,['mbappe'],1.0,[]
r4 cho kly hít khói,['marcus rashford'],1.0,[]
quên bale thời đỉnh cao à,['bale'],1.0,[]
cristiano ronaldo khi trẻ cười nhẹ,['cristiano ronaldo'],1.0,[]
cristiano ronaldo hồi trẻ,['cristiano ronaldo'],1.0,[]
gặp cristiano ronaldo bản 2008 xem,['cristiano ronaldo'],1.0,[]
"mbappe ,cristiano cristiano ronaldo trẻ , bale còn xung mãn",['mbappe' ' cristiano ronaldo' ' bale'],1.0,[]
xem tiktok được mất phút rồi,[],0.0,[]
"seriously amazing, wow làm_việc_tại_nhà288",[],0.0,[]
thánh phun nước,['kyle walker'],1.0,[]
wallker mãi đĩnh,['kyle walker'],1.0,[]
r4,['marcus rashford'],1.0,[]
claudio caniggia phải không nhỉ,['claudio caniggia'],1.0,[]
vidic,['vidic'],1.0,[]
mbappe cười nhẹ,['mbappe'],1.0,[]
cristiano ronaldo tuổi 30 thôi cho thằng này hít khói còn kì world cup mbappe hiểu luôn,['cristiano ronaldo'],0.0,['ronaldo']
kylian mbappe cho hít khói,['mbappe'],1.0,[]
pê pa em và bêu,['mbappe' ' bale'],1.0,[]
xưa hay đá gà sao mà phun siêu thế,['kyle walker'],2.0,[]
kyle walker mbappe cười nhẹ,['kyle walker' ' mbappe'],1.0,[]
chú tich kylian mbapee,['mbappe'],1.0,[]
marcus rashford,['marcus rashford'],1.0,[]
ăn được mbappe chưa huống chi con trai thần gió henry cười nhạt,['mbappe' ' henry'],1.0,[]
tôi biết cách nè,[],0.0,[]
hộ video 2 đầu tim và bình luận,[],0.0,[]
haaland,['haaland'],1.0,['haaland']
mbappe,['mbappe'],1.0,[]
mbappe cristiano ronaldo,['mbappe' ' cristiano ronaldo '],1.0,[]
mbappe,['mbappe'],1.0,[]
sai rồi cristiano ronaldo mới là chạy nhanh nhất trong lịch sử bóng đá,['cristiano ronaldo'],1.0,[]
mbappe nhưng là rùa tốc độ,['mbappe'],1.0,[]
người khiến cristiano ronaldo gầy khiếp sợ năm 17 tuổi,['cristiano ronaldo'],0.0,[]
ông này cho về trường gà làm nước nôi đồ cũng ô kê phết đấy,[],0.0,[]
về việt nam đi tắm gà bao đã,[],0.0,['việt' 'nam']
đâu hỏi chú tịch mbappe nhá,['mbappe'],1.0,[]
cái vòi phun nước của manchester city,['kyle walker' ' manchester city'],2.0,['manchester' 'city']
mudryk ăn hộ,['mudryk'],1.0,[]
"okronaldo deli ma, henry, roberto carlo, marcus rashford, kaka để làm cảnh hả",['ronaldo de lima' ' henry' ' roberto carlos'],0.0,[]
nói thằng hơn nó thì lôi tuổi kyle walker ra chỉ vậy là giỏi,['kyle walker'],2.0,[]
mbappe cho walker hót khói không,['mbappe'],1.0,[]
thế walker phải gọi cristiano ronaldo là bố rồi,['kyle walker'],2.0,[]
mbappe cho hít khói,['mbappe'],1.0,[]
máy chạy manchester city,['manchester city'],1.0,['manchester' 'city']
vinicius junior hôm qua bị bỏ túi,['vinicius'],2.0,[]
cristiano ronaldo đá hay quá,['cristiano ronaldo'],2.0,[]
cho đi phun gà chọi hợp lí đấy,['kyle walker'],2.0,[]
mất cháu nhỏ hâm mộ manchester city bạn hà nội fc đâu,['manchester city'],0.0,['manchester' 'city' 'hà' 'nội' 'fc']
hakimi chạy như gió,['hakimi'],1.0,['hakimi']
cristiano ronaldo hắt xì,['cristiano ronaldo'],0.0,[]
palmer bị bán hay tự rời vậy,['cole palmer'],0.0,['palmer']
ủa falmer từng đá cho man xanh hả,['cole palmer'],0.0,[]
pep nói palmer tự rời đi mà,['cole palmer'],0.0,['pep' 'palmer']
"cole palmer có bản lĩnh , chỉ cần nhìn cách sút penalty hôm arsenal và nay là mmanchester city mà trận manchester còn phút bù giờ",['cole palmer'],1.0,['cole' 'palmer' 'arsenal']
anh mua áo chelsea ở đâu vậy ạ,[],0.0,[]
nhìn cũng dễ thương,[],0.0,[]
kovatric ăn mừng bàn thắng nữa mà,['kovacic'],1.0,[]
tưởng người mmanchester city mà chuyền có cho đâu nó ra nghe lỏm chiến thuật thôi,['manchester city'],2.0,[]
kovacic còn ăn mừng luôn haha đúng là trái tìm vẫn chỉ 1 màu blue,['kovacic'],1.0,['kovacic']
có clip kovacic luôn rồi nhé anh em,['kovacic'],0.0,[]
palmer rất tài năng mà pep bán,['cole palmer'],1.0,['palmer' 'pep']
không ai gọi là lầm tưởng đâu anh ạ,[],0.0,[]
"palmer thì nghe chiến thuật, kovacic ăn mừng thầm",['cole palmer' ' kovacic'],1.0,['palmer' 'kovacic']
sergio ramos còn suýt ăn mừng khi cristiano ronaldo sút tung lưới tây ban nha,['ramos'],2.0,['tây' 'ban' 'nha']
đấy là điệp viên,[],0.0,[]
ông này dạo gần đây không làm youtube nữa ta,[],0.0,[]
áo anh mua ở đâu vậy ạ,[],0.0,[]
quên mà,[],0.0,[]
chắc palmer này nhìn lòng không mà đá cháy phết,['cole palmer'],1.0,[]
tập thể manchester city gắn kết và thân nhau thực sự,['manchester city'],1.0,['manchester' 'city']
anh nói về thái độ của kovacic đi ạ khi cole pamer sút phạt đền thành công,['kovacic' ' cole palmer'],0.0,['kovacic']
pamer đá hay,['cole palmer'],1.0,[]
hàng manchester city nó chất lượng thế này chứ của mân thì có ai dám mua bây giờ,['manchester city'],1.0,['manchester' 'city']
xin link mua áo anh ơi,[],0.0,[]
đấy là hâm mộ chelsea nói tưởng palmer quên thôi còn thực ra nghe lỏm chiến thuật dám tránh đi,['chelsea' ' cole palmer'],2.0,['palmer']
trêu mà,[],0.0,[]
sự lựa chọn rời đi đúng đắn,[],0.0,[]
khứa hài hước vậy,[],0.0,[]
áo chelsea mà có logo như palmer mặc kiếm khó quá anh em ạ,['chelsea' ' cole palmer'],0.0,[]
nó ké nghe chiến thuật mà,[],2.0,[]
thời mới lên đội 1 manchester city ổng đá đã hay rồi,['manchester city'],1.0,['manchester' 'city']
còn 42s,[],0.0,[]
"giỡn thôi , chứ biết mà",[],0.0,[]
dias hơi thô vụ hâm mộ chạy ôm cristiano ronaldo cũng,['ruben dias' ' cristiano ronaldo'],2.0,[]
thanh niên này đúng hay ở trân siêu cúp với arsenal mình đã thích mang cậu về,['arsenal'],0.0,['arsenal']
pha này xem cười sặc luônnhìn ông haaland kìa,['haaland'],2.0,[]
nó tấu hài đó ông ơi sẵn nghe chiến thuật thì củng coá lợi cho chelsea luôn,['chelsea'],2.0,[]
manchester city hình như cho mượn 8 năm,['manchester city'],0.0,['manchester' 'city']
cầu thủ trẻ nhận sút penalty phút bù giờ khi đội nhà đang thua bản lính đó chàng trai,[],0.0,[]
jack kiểu nhìn thằng này quen,['jack grealish'],0.0,['jack']
halland áo xanh đậm đi ra chỗ khác chơi,['haaland'],2.0,['halland']
đừng để manchester united mang đi sẽ thành danh hài chúa đấy,['manchester united'],2.0,['manchester' 'united']
học trò mourinho à kk,['mourinho'],0.0,[]
đấy là cố tình sang ô ạ,[],0.0,[]
trận đâu văn toàn điệp viên,[],0.0,[]
kovacic mới đáng nói,['kovacic'],0.0,['kovacic']
quên gì vào nghe chiến thuật để cản manchester city ghi bàn từ đá phạt,[],0.0,['manchester' 'city']
sterling 1 bàn palmer kovacic ăn mừng,['sterling' ' cole palmer' ' kovacic'],1.0,[]
"chelsea cài kovacic và manchester city , anh núi vào united, thần rừng kai havertz pháo thủ",['chelsea' ' kovacic'],2.0,['kovacic' 'manchester' 'city' 'united']
erling haaland cười à,['haaland'],0.0,[]
manchester city ban hết cầu thủ ngươi anh la bậy rồi,['manchester city'],2.0,['manchester' 'city']
13 vệ sinh 11 mà chỉ cầm hoà được manchester city hai gián điệp pammer với kovacic,['cole palmer' ' kovacic'],2.0,['manchester' 'city' 'kovacic']
hàng manchester city thì chất lượng lắm,['manchester city'],1.0,['manchester']
quang hải thì đá đấm gì tầm này,['quang hải'],2.0,['quang' 'hải']
ấn tượng nhất vẫn là khuất văn khang,['văn khang'],1.0,[]
sút phạt đúng khét,[],1.0,[]
khuất văn khang và nhâm mạnh dũng tuyệt vờimình hâm mộ,['văn khang' ' mạnh dũng'],1.0,['khuất' 'văn' 'khang']
hiện tại quang hải đá đấm gì,['quang hải'],2.0,['quang' 'hải']
thay quang hải luôn hả,['quang hải'],2.0,[]
cầu vồng giữa sa mạc còn gì,[],0.0,[]
thôi các bố để cho em nó đá mới được mất pha bóng đã định đưa ấy lên rồi vùi xuống,[],0.0,[]
"cũng vóc dáng bé,kĩ thuật, sút phạt,thuận chân trái,đúng là bản sao quang hải",['quang hải'],1.0,[]
tuổi gì số với quang hải dữ phong độ xuốt 5 năm của thầy pak đấy xem ai giữ được lâu thế không,['quang hải'],1.0,[]
cũng muốn chở thành một cầu thủ,[],0.0,[]
văn khang hoàng đức,['văn khang' ' hoàng đức'],1.0,['văn' 'khang' 'hoàng' 'đức']
"một điều thấy ỡ khang hơn hẵn quang hải đó là tốc độ và thể lực đi bóng tốt , chuyền cũng hay ấy chứ còn trẻ mà",['quang hải'],1.0,[]
"ngoài văn khang,đình bắc ra lứa 2k3 còn có thanh nhàn,quốc việt rất hay luôn mà vẫn chưa được sân",['văn khang' ' đình bắc'],1.0,[]
ai thay quang hải,['quang hải'],0.0,['quang' 'hải']
quang hải đá cũng hay,['quang hải'],1.0,[]
gặp quang hải 2018 thì hỏng,['qunag hải'],2.0,[]
không thể vì quang hải idol tôi mái đỉnh,['quang hải'],1.0,[]
tôi thấy việt nam cầu thủ càng ngày bé đi đá vệ sinh hàn quốc nhu trẻ con người lớn ý,['việt nam'],2.0,['việt' 'nam' 'hàn' 'quốc']
thiên tài lạc lối việt nam là,[],0.0,['việt' 'nam']
anh chỉ có thể là người tiếp bước quang hải được thôi ở vị trí đó không ai qua qhykr,['quang hải'],1.0,[]
văn khang mình cũng không có gì đăc biệt ham bóng giữ nhiều lúc cần thiết làm chậm nhịp độ,['văn khang'],0.0,[]
quang hải nghỉ được rồi,['quang hải'],0.0,['quang' 'hải']
văn khang,['văn khang'],0.0,['văn' 'khang']
thua quang hải,['quang hải'],1.0,['hải']
quang hai se tim lai phong độ,['quang hải'],0.0,['quang' 'hai']
công nhận cậu ấy đá hay,[],1.0,[]
quang hải tụt hơi dùi,['quang hải'],2.0,['quang' 'hải']
không bao giờ thây quang hải,['quang hải'],2.0,[]
"khang chất lượng hơn quang hải, kỹ năng có, tốc độ có",['văn khang'],1.0,[]
việt nam mãi yêu,[],1.0,['việt' 'nam']
quang hải vẫn là số 1,['quang hải'],1.0,['quang' 'hải']
"nản nhất mất ông huấn luyện viên xếp 1 tiền vệ công về đá hậu cánh,thua liểng xiểng",[],2.0,[]
quang hải thời đỉnh cao thì không ai qua được,['quang hải'],1.0,[]
ngộ ha lúc người ta trên đỉnh cao 1 câu cũng quang hải mà hay việt nam nói vậy là sao chắc gì bạn kìa mún nghe hau chữ thay thế,['quang hải'],0.0,['việt' 'nam']
tại sao không cho đội hình thượng châu năm trước nhỉ tuyết đã vẫn hay,[],0.0,[]
quang hải đi qua nước ngoài nhặt bóng rồi,['quang hải'],2.0,['quang' 'hải']
việt nam cần nhiều hơn cầu thủ như vậy nữa,[],1.0,['việt' 'nam']
việt nam đừng nói quang hải vậy,['quang hải'],0.0,['việt' 'nam' 'quang' 'hải']
đố thay,[],0.0,[]
rèn thể lực là ổn,[],0.0,[]
quang hải đang đau chân nên chơi hơi chậm tí thay gì mà,['quang hải'],0.0,['quang' 'hải']
tối nay có trận hay sẽ vào kênh tôi tham khảo nhé,[],0.0,[]
đừng xúc phạm đến quang hải anh ấy bị chấn thương,['quang hải'],1.0,['quang' 'hải']
"tôi luôn tin quang hải,cố lên",['quang hải'],1.0,['quang']
cầu thủ việt nam đá bóng vì tiền thôi,['việt nam'],2.0,['việt' 'nam']
quang hải giờ xuống phong độ rồi,['quang hải'],2.0,['quang' 'hải']
việt nam chỉ có hoàng đức,['việt nam' ' hoàng đức'],1.0,['việt' 'nam' 'hoàng' 'đức']
mình xem từ thời đá u13 đã thấy đỉnh cùng lứa rồi,[],0.0,[]
"khang đẳng cấp thật ,cần thêm thể lực nữa",['văn khang'],1.0,[]
không có cửa,[],0.0,[]
chuẩn đấy quốc việt nữa,['quốc việt'],1.0,['quốc' 'việt']
tôi thấy quang hải vẫn là cái gì đó không ai bh thay thế được,['quang hải'],1.0,[]
ngôi sao tương lai việt nam,['việt nam'],1.0,['việt' 'nam']
"tiền vệ gì, đẩy nó lên đạo, hoàng đức không chơi được đạo đâu",['hoàng đức'],0.0,[]
quang hải giờ đá thua cả tuấn anh mặc dù chấn thương xuống phong độ phần nào rồi,['quang hải'],2.0,['quang' 'hải' 'tuấn' 'anh']
tuấn anh vẫn lên tuyển kiểm soát bóng tốt phù hợp triết lý của head coach,['tuấn anh'],1.0,['tuấn' 'anh']
nói chung là tất cả những người mà coi thường cầu thủ quang hải số bì các với nhau mình không phải bình nhưng để hồi sau sẽ biết,['quang hải'],0.0,[]
đá mà cứ để ý khang tôi thấy có tương lai cực,['văn khang'],1.0,[]
quang hải 2018,['quang hải'],1.0,[]
quang hải mãi đỉnh,['quang hải'],1.0,[]
để nó yên ổn đá bóng đi,[],0.0,[]
"ấn tượng hiện tại là tuấn hải, đình bắc, có trong sân và không nhìn khác liền",['tuấn hải' ' đình bắc'],1.0,[]
giới trẻ tao chỉ thấy tuấn hải vệ sinh văn khang,['tuấn hải' ' văn khang'],1.0,['tuấn' 'hải']
quang hải 2018 hay nhất thôi còn giờ thì thua,['quang hải'],0.0,[]
quang hải là linh hồn của đội tuyển việt nam rồi,['quang hải'],1.0,['quang' 'hải' 'việt' 'nam']
